ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" />","<Field Type=\"Text\" DisplayName=\"BayDisplayName\" Name=\"field_1\" ID=\"{f6ee9189-27eb-42d4-ae9a-11bf1d785a0b}\" StaticName=\"field_1\" />","<Field Type=\"Text\" DisplayName=\"MapSection\" Name=\"field_2\" ID=\"{8124203e-4d63-47ce-90ba-2e7526f4989c}\" StaticName=\"field_2\" />","<Field Type=\"Number\" DisplayName=\"BayNumber\" Name=\"field_3\" ID=\"{857e717b-0085-4936-9c4d-5cbc7c08bf16}\" StaticName=\"field_3\" />","<Field Type=\"Number\" DisplayName=\"BaySlot\" Name=\"field_4\" ID=\"{8825d1d5-a3d9-4051-b432-7dabb2185a58}\" StaticName=\"field_4\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"BayCategory\" FillInChoice=\"FALSE\" Format=\"Dropdown\" Name=\"field_5\" Title=\"BayCategory\" Type=\"Choice\" ID=\"{4b222483-0c4c-42f6-b102-2d22a3edc344}\" StaticName=\"field_5\"><CHOICES><CHOICE>Coral</CHOICE><CHOICE>Tempered</CHOICE><CHOICE>MirrorAnnealed</CHOICE><CHOICE>ManualOversized</CHOICE><CHOICE>Ignored</CHOICE><CHOICE>SDI</CHOICE><CHOICE>Overflow</CHOICE><CHOICE>ManualException</CHOICE></CHOICES></Field>","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"AutoAssignable\" Format=\"Dropdown\" Name=\"field_6\" Title=\"AutoAssignable\" Type=\"Boolean\" ID=\"{83aaf82f-13a0-4956-847f-eeee8d39b6bf}\" StaticName=\"field_6\"><Default>1</Default></Field>","<Field Type=\"Number\" DisplayName=\"AssignmentPriority\" Name=\"field_7\" ID=\"{d8b5be32-6471-4463-a24c-dcf970ed2e53}\" StaticName=\"field_7\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"BayStatus\" FillInChoice=\"FALSE\" Format=\"Dropdown\" Name=\"field_8\" Title=\"BayStatus\" Type=\"Choice\" ID=\"{e52b3b37-d7ee-4a84-80d0-57bfa3012a2f}\" StaticName=\"field_8\"><CHOICES><CHOICE>Available</CHOICE><CHOICE>ManualHold</CHOICE><CHOICE>OutOfService</CHOICE></CHOICES></Field>","<Field Type=\"Text\" DisplayName=\"SourceCell\" Name=\"field_9\" ID=\"{4a43e5ed-dc06-48cf-957d-5c4d40d1c33c}\" StaticName=\"field_9\" />","<Field AppendOnly=\"FALSE\" ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"Notes\" Format=\"Dropdown\" IsolateStyles=\"FALSE\" Name=\"field_10\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"Notes\" Type=\"Note\" ID=\"{3a7b8f59-29ba-492a-a3d5-5df310d0198e}\" StaticName=\"field_10\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"BayKey\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"BayKey","BayDisplayName","MapSection","BayNumber","BaySlot","BayCategory","AutoAssignable","AssignmentPriority","BayStatus","SourceCell","Notes"
"Q-BAY06-03","6--3","Bay 6","6","3","Coral","False","603","ManualHold","B137","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-04","6--4","Bay 6","6","4","Coral","False","604","ManualHold","B138","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-05","6--5","Bay 6","6","5","Coral","False","605","ManualHold","B139","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-06","6--6","Bay 6","6","6","Coral","False","606","ManualHold","B140","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-07","6--7","Bay 6","6","7","Coral","False","607","ManualHold","B141","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-08","6--8","Bay 6","6","8","Coral","False","608","ManualHold","B142","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-09","6--9","Bay 6","6","9","Coral","False","609","ManualHold","B143","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-10","6--10","Bay 6","6","10","Coral","False","610","ManualHold","B144","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-11","6--11","Bay 6","6","11","Coral","False","611","ManualHold","B145","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-12","6--12","Bay 6","6","12","Coral","False","612","ManualHold","B146","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-13","6--13","Bay 6","6","13","Coral","False","613","ManualHold","B147","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-14","6--14","Bay 6","6","14","Coral","False","614","ManualHold","B148","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-15","6--15","Bay 6","6","15","Coral","False","615","ManualHold","B149","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-16","6--16","Bay 6","6","16","Coral","False","616","ManualHold","B150","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-17","6--17","Bay 6","6","17","Coral","False","617","ManualHold","B151","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-18","6--18","Bay 6","6","18","Coral","False","618","ManualHold","B152","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-19","6--19","Bay 6","6","19","Coral","False","619","ManualHold","B153","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-20","6--20","Bay 6","6","20","Coral","False","620","ManualHold","B154","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-21","6--21","Bay 6","6","21","Coral","False","621","ManualHold","B155","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY06-22","6--22","Bay 6","6","22","Coral","False","622","ManualHold","B156","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-01","7--1","Bay 7","7","1","Coral","False","701","ManualHold","E3","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-02","7--2","Bay 7","7","2","Coral","False","702","ManualHold","E4","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-03","7--3","Bay 7","7","3","Coral","False","703","ManualHold","E5","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-04","7--4","Bay 7","7","4","Coral","False","704","ManualHold","E6","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-05","7--5","Bay 7","7","5","Coral","False","705","ManualHold","E7","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-06","7--6","Bay 7","7","6","Coral","False","706","ManualHold","E8","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-07","7--7","Bay 7","7","7","Coral","False","707","ManualHold","E9","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-08","7--8","Bay 7","7","8","Coral","False","708","ManualHold","E10","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-09","7--9","Bay 7","7","9","Coral","False","709","ManualHold","E11","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-10","7--10","Bay 7","7","10","Coral","False","710","ManualHold","E12","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-11","7--11","Bay 7","7","11","Coral","False","711","ManualHold","E13","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-12","7--12","Bay 7","7","12","Coral","False","712","ManualHold","E14","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-13","7--13","Bay 7","7","13","Coral","False","713","ManualHold","E15","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-14","7--14","Bay 7","7","14","Coral","False","714","ManualHold","E16","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-15","7--15","Bay 7","7","15","Coral","False","715","ManualHold","E17","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-16","7--16","Bay 7","7","16","Coral","False","716","ManualHold","E18","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-17","7--17","Bay 7","7","17","Coral","False","717","ManualHold","E19","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-18","7--18","Bay 7","7","18","Coral","False","718","ManualHold","E20","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-19","7--19","Bay 7","7","19","Coral","False","719","ManualHold","E21","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-20","7--20","Bay 7","7","20","Coral","False","720","ManualHold","E22","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-21","7--21","Bay 7","7","21","Coral","False","721","ManualHold","E23","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-22","7--22","Bay 7","7","22","Coral","False","722","ManualHold","E24","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-23","7--23","Bay 7","7","23","Coral","False","723","ManualHold","E25","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-24","7--24","Bay 7","7","24","Coral","False","724","ManualHold","E26","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-25","7--25","Bay 7","7","25","Coral","False","725","ManualHold","E27","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-26","7--26","Bay 7","7","26","Coral","False","726","ManualHold","E28","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-27","7--27","Bay 7","7","27","Coral","False","727","ManualHold","E29","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-28","7--28","Bay 7","7","28","Coral","False","728","ManualHold","E30","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-29","7--29","Bay 7","7","29","Coral","False","729","ManualHold","E31","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-30","7--30","Bay 7","7","30","Coral","False","730","ManualHold","E32","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-31","7--31","Bay 7","7","31","Coral","False","731","ManualHold","E33","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-32","7--32","Bay 7","7","32","Coral","False","732","ManualHold","E34","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY07-33","7--33","Bay 7","7","33","Coral","False","733","ManualHold","E35","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-01","8--1","Bay 8","8","1","Coral","False","801","ManualHold","E40","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-02","8--2","Bay 8","8","2","Coral","False","802","ManualHold","E41","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-03","8--3","Bay 8","8","3","Coral","False","803","ManualHold","E42","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-04","8--4","Bay 8","8","4","Coral","False","804","ManualHold","E43","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-05","8--5","Bay 8","8","5","Coral","False","805","ManualHold","E44","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-06","8--6","Bay 8","8","6","Coral","False","806","ManualHold","E45","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-07","8--7","Bay 8","8","7","Coral","False","807","ManualHold","E46","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-08","8--8","Bay 8","8","8","Coral","False","808","ManualHold","E47","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-09","8--9","Bay 8","8","9","Coral","False","809","ManualHold","E48","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-10","8--10","Bay 8","8","10","Coral","False","810","ManualHold","E49","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-11","8--11","Bay 8","8","11","Coral","False","811","ManualHold","E50","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-12","8--12","Bay 8","8","12","Coral","False","812","ManualHold","E51","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-13","8--13","Bay 8","8","13","Coral","False","813","ManualHold","E52","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-14","8--14","Bay 8","8","14","Coral","False","814","ManualHold","E53","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-15","8--15","Bay 8","8","15","Coral","False","815","ManualHold","E54","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-16","8--16","Bay 8","8","16","Coral","False","816","ManualHold","E55","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-17","8--17","Bay 8","8","17","Coral","False","817","ManualHold","E56","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-18","8--18","Bay 8","8","18","Coral","False","818","ManualHold","E57","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-19","8--19","Bay 8","8","19","Coral","False","819","ManualHold","E58","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-20","8--20","Bay 8","8","20","Coral","False","820","ManualHold","E59","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-21","8--21","Bay 8","8","21","Coral","False","821","ManualHold","E60","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-22","8--22","Bay 8","8","22","Coral","False","822","ManualHold","E61","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY08-23","8--23","Bay 8","8","23","Coral","False","823","ManualHold","E62","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-01","9--1","Bay 9","9","1","Coral","False","901","ManualHold","E67","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-02","9--2","Bay 9","9","2","Coral","False","902","ManualHold","E68","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-03","9--3","Bay 9","9","3","Coral","False","903","ManualHold","E69","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-04","9--4","Bay 9","9","4","Coral","False","904","ManualHold","E70","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-05","9--5","Bay 9","9","5","Coral","False","905","ManualHold","E71","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-06","9--6","Bay 9","9","6","Coral","False","906","ManualHold","E72","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-07","9--7","Bay 9","9","7","Coral","False","907","ManualHold","E73","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-08","9--8","Bay 9","9","8","Coral","False","908","ManualHold","E74","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-09","9--9","Bay 9","9","9","Coral","False","909","ManualHold","E75","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-10","9--10","Bay 9","9","10","Coral","False","910","ManualHold","E76","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-11","9--11","Bay 9","9","11","Coral","False","911","ManualHold","E77","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-12","9--12","Bay 9","9","12","Coral","False","912","ManualHold","E78","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-13","9--13","Bay 9","9","13","Coral","False","913","ManualHold","E79","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-14","9--14","Bay 9","9","14","Coral","False","914","ManualHold","E80","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-15","9--15","Bay 9","9","15","Coral","False","915","ManualHold","E81","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-16","9--16","Bay 9","9","16","Coral","False","916","ManualHold","E82","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-17","9--17","Bay 9","9","17","Coral","False","917","ManualHold","E83","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-18","9--18","Bay 9","9","18","Coral","False","918","ManualHold","E84","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-19","9--19","Bay 9","9","19","Coral","False","919","ManualHold","E85","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-20","9--20","Bay 9","9","20","Coral","False","920","ManualHold","E86","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-21","9--21","Bay 9","9","21","Coral","False","921","ManualHold","E87","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY09-22","9--22","Bay 9","9","22","Coral","False","922","ManualHold","E88","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-01","10--1","Bay 10","10","1","Coral","False","1,001","ManualHold","E93","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-02","10--2","Bay 10","10","2","Coral","False","1,002","ManualHold","E94","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-03","10--3","Bay 10","10","3","Coral","False","1,003","ManualHold","E95","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-04","10--4","Bay 10","10","4","Coral","False","1,004","ManualHold","E96","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-05","10--5","Bay 10","10","5","Coral","False","1,005","ManualHold","E97","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-06","10--6","Bay 10","10","6","Coral","False","1,006","ManualHold","E98","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-07","10--7","Bay 10","10","7","Coral","False","1,007","ManualHold","E99","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-08","10--8","Bay 10","10","8","Coral","False","1,008","ManualHold","E100","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-09","10--9","Bay 10","10","9","Coral","False","1,009","ManualHold","E101","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-10","10--10","Bay 10","10","10","Coral","False","1,010","ManualHold","E102","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-11","10--11","Bay 10","10","11","Coral","False","1,011","ManualHold","E103","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-12","10--12","Bay 10","10","12","Coral","False","1,012","ManualHold","E104","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-13","10--13","Bay 10","10","13","Coral","False","1,013","ManualHold","E105","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-14","10--14","Bay 10","10","14","Coral","False","1,014","ManualHold","E106","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-15","10--15","Bay 10","10","15","Coral","False","1,015","ManualHold","E107","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-16","10--16","Bay 10","10","16","Coral","False","1,016","ManualHold","E108","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-17","10--17","Bay 10","10","17","Coral","False","1,017","ManualHold","E109","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-18","10--18","Bay 10","10","18","Coral","False","1,018","ManualHold","E110","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-19","10--19","Bay 10","10","19","Coral","False","1,019","ManualHold","E111","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-20","10--20","Bay 10","10","20","Coral","False","1,020","ManualHold","E112","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-21","10--21","Bay 10","10","21","Coral","False","1,021","ManualHold","E113","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY10-22","10--22","Bay 10","10","22","Coral","False","1,022","ManualHold","E114","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-01","11--1","Bay 11","11","1","Coral","False","1,101","ManualHold","E119","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-02","11--2","Bay 11","11","2","Coral","False","1,102","ManualHold","E120","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-03","11--3","Bay 11","11","3","Coral","False","1,103","ManualHold","E121","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-04","11--4","Bay 11","11","4","Coral","False","1,104","ManualHold","E122","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-05","11--5","Bay 11","11","5","Coral","False","1,105","ManualHold","E123","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-06","11--6","Bay 11","11","6","Coral","False","1,106","ManualHold","E124","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-07","11--7","Bay 11","11","7","Coral","False","1,107","ManualHold","E125","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-08","11--8","Bay 11","11","8","Coral","False","1,108","ManualHold","E126","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-09","11--9","Bay 11","11","9","Coral","False","1,109","ManualHold","E127","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-10","11--10","Bay 11","11","10","Coral","False","1,110","ManualHold","E128","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-11","11--11","Bay 11","11","11","Coral","False","1,111","ManualHold","E129","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-12","11--12","Bay 11","11","12","Coral","False","1,112","ManualHold","E130","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-13","11--13","Bay 11","11","13","Coral","False","1,113","ManualHold","E131","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-14","11--14","Bay 11","11","14","Coral","False","1,114","ManualHold","E132","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-15","11--15","Bay 11","11","15","Coral","False","1,115","ManualHold","E133","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-16","11--16","Bay 11","11","16","Coral","False","1,116","ManualHold","E134","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-17","11--17","Bay 11","11","17","Coral","False","1,117","ManualHold","E135","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-18","11--18","Bay 11","11","18","Coral","False","1,118","ManualHold","E136","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-19","11--19","Bay 11","11","19","Coral","False","1,119","ManualHold","E137","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-20","11--20","Bay 11","11","20","Coral","False","1,120","ManualHold","E138","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-21","11--21","Bay 11","11","21","Coral","False","1,121","ManualHold","E139","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-22","11--22","Bay 11","11","22","Coral","False","1,122","ManualHold","E140","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"Q-BAY11-23","11--23","Bay 11","11","23","Coral","False","1,123","ManualHold","E141","Red bays 1-11 are currently reserved for Coral/other company material. Do not auto-assign in v1."
"T-BAY12-01","12--1","Bay 12","12","1","Tempered","True","1,201","Available","N3","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
